mean_x,mean_y,mean_z,min_x,min_y,min_z,max_x,max_y,max_z,median_x,median_y,median_z
-0.66579,-0.7507,0.04925,-0.672,-0.757,0.038,-0.657,-0.739,0.07,-0.666,-0.748,0.05
-0.66627,-0.7486,0.05119,-0.672,-0.757,0.038,-0.657,-0.739,0.079,-0.666,-0.748,0.044
-0.66417,-0.748,0.07778,-0.672,-0.76,0.038,-0.654,-0.739,0.117,-0.666,-0.7465,0.079
-0.66118,-0.74813,0.099,-0.677,-0.768,0.079,-0.651,-0.733,0.117,-0.663,-0.748,0.103
-0.66551,-0.74544,0.09248,-0.677,-0.771,0.059,-0.651,-0.733,0.117,-0.666,-0.745,0.094
-0.67422,-0.74006,0.06976,-0.683,-0.771,0.044,-0.657,-0.73,0.106,-0.677,-0.739,0.065
-0.67995,-0.7363,0.05509,-0.689,-0.745,0.044,-0.672,-0.73,0.067,-0.68,-0.739,0.056
-0.68117,-0.73543,0.05081,-0.689,-0.742,0.041,-0.677,-0.727,0.059,-0.68,-0.733,0.053
-0.68207,-0.73297,0.0491,-0.689,-0.742,0.038,-0.677,-0.724,0.065,-0.683,-0.733,0.05
-0.6796,-0.73384,0.06653,-0.689,-0.745,0.038,-0.669,-0.724,0.109,-0.68,-0.733,0.062
-0.67287,-0.7372,0.10079,-0.683,-0.745,0.056,-0.663,-0.727,0.129,-0.672,-0.739,0.109
-0.67512,-0.73544,0.11156,-0.733,-0.745,0.094,-0.663,-0.716,0.129,-0.672,-0.739,0.109
-0.6667,-0.74442,0.07747,-0.736,-0.774,0.029,-0.598,-0.716,0.12,-0.672,-0.739,0.0955
-0.65347,-0.75867,0.0439,-0.736,-0.774,0.026,-0.598,-0.727,0.103,-0.654,-0.76,0.038
-0.65295,-0.76152,0.05095,-0.669,-0.774,0.026,-0.639,-0.754,0.082,-0.654,-0.76,0.05
-0.64686,-0.76468,0.07661,-0.657,-0.774,0.05,-0.639,-0.757,0.106,-0.648,-0.762,0.079
-0.64569,-0.7646,0.09103,-0.663,-0.777,0.079,-0.636,-0.739,0.106,-0.642,-0.768,0.091
-0.66319,-0.74107,0.10302,-0.739,-0.777,0.079,-0.628,-0.695,0.17,-0.654,-0.754,0.094
-0.68806,-0.71689,0.18116,-0.76,-0.786,0.079,-0.628,-0.686,0.334,-0.686,-0.71,0.167
-0.64503,-0.74619,0.09989,-0.76,-0.862,-0.161,-0.54,-0.674,0.334,-0.669,-0.7315,0.173
-0.58689,-0.7981,-0.04511,-0.683,-0.862,-0.214,-0.525,-0.674,0.238,-0.572,-0.804,-0.088
-0.57475,-0.82677,0.02441,-0.666,-0.862,-0.214,-0.434,-0.777,0.205,-0.5735,-0.827,0.041
-0.53067,-0.85271,-0.00136,-0.663,-0.903,-0.158,-0.405,-0.789,0.205,-0.5325,-0.848,-0.0365
-0.4794,-0.89214,-0.11305,-0.792,-1.012,-0.188,-0.331,-0.801,0.056,-0.46,-0.8915,-0.114
-0.47981,-0.8873,-0.09981,-0.792,-1.012,-0.188,-0.331,-0.724,0.065,-0.46,-0.886,-0.12
-0.49776,-0.85379,-0.10779,-0.76,-1.023,-0.246,-0.346,-0.633,0.065,-0.4795,-0.859,-0.12
-0.48273,-0.88296,-0.1028,-0.845,-1.361,-0.284,-0.261,-0.633,0.135,-0.456,-0.8695,-0.151
-0.47817,-0.90807,-0.04674,-0.845,-1.361,-0.284,-0.261,-0.757,0.135,-0.4505,-0.883,-0.041
-0.45837,-0.91165,-0.03515,-0.818,-1.396,-0.185,-0.293,-0.718,0.199,-0.428,-0.883,-0.053
-0.45221,-0.90951,0.0271,-0.818,-1.396,-0.185,-0.293,-0.713,0.199,-0.416,-0.877,0.047
-0.47614,-0.86996,0.02979,-0.724,-1.161,-0.164,-0.255,-0.713,0.158,-0.44,-0.8695,0.0335
-0.49567,-0.85986,-0.0251,-0.871,-1.355,-0.164,-0.255,-0.628,0.188,-0.46,-0.848,-0.019
-0.49816,-0.87953,-0.03143,-0.871,-1.355,-0.138,-0.252,-0.628,0.196,-0.4585,-0.848,-0.0425
-0.48948,-0.88531,-0.04088,-0.774,-1.367,-0.185,-0.252,-0.619,0.196,-0.457,-0.848,-0.047
-0.49852,-0.87484,-0.05498,-0.795,-1.367,-0.185,-0.264,-0.619,0.132,-0.478,-0.848,-0.056
-0.48638,-0.88889,-0.04634,-0.815,-1.496,-0.158,-0.264,-0.654,0.132,-0.419,-0.8435,-0.053
-0.46831,-0.90428,-0.06364,-0.815,-1.496,-0.205,-0.279,-0.654,0.085,-0.402,-0.842,-0.065
-0.45848,-0.91228,-0.10175,-0.765,-1.457,-0.238,-0.255,-0.589,0.082,-0.4005,-0.8815,-0.111
-0.47413,-0.90002,-0.11264,-0.765,-1.457,-0.238,-0.255,-0.589,0.035,-0.416,-0.8545,-0.111
-0.45791,-0.90507,-0.13773,-0.768,-1.311,-0.246,-0.273,-0.698,0.035,-0.408,-0.856,-0.1335
-0.45749,-0.89835,-0.11337,-0.768,-1.311,-0.246,-0.273,-0.716,-0.012,-0.425,-0.856,-0.1075
-0.51038,-0.8423,-0.07761,-0.762,-1.088,-0.217,-0.367,-0.628,0.176,-0.493,-0.839,-0.0835
-0.61138,-0.76922,0.04003,-0.871,-1.015,-0.217,-0.44,-0.601,0.258,-0.5995,-0.768,0.0365
-0.7511,-0.62245,0.22059,-0.871,-1.009,-0.053,-0.49,-0.484,0.331,-0.783,-0.622,0.24
-0.80415,-0.50777,0.3177,-0.865,-0.663,0.196,-0.672,-0.469,0.372,-0.804,-0.49,0.326
-0.80075,-0.47665,0.35857,-0.815,-0.496,0.326,-0.783,-0.46,0.375,-0.804,-0.475,0.361
-0.80674,-0.46763,0.34645,-0.821,-0.49,0.314,-0.783,-0.452,0.375,-0.806,-0.469,0.349
-0.81212,-0.46706,0.32544,-0.821,-0.475,0.311,-0.804,-0.452,0.352,-0.809,-0.469,0.323
-0.81362,-0.46813,0.32462,-0.824,-0.475,0.311,-0.806,-0.457,0.337,-0.815,-0.469,0.326
-0.81146,-0.4584,0.33464,-0.824,-0.475,0.32,-0.792,-0.419,0.358,-0.809,-0.466,0.334
-0.79658,-0.44322,0.38612,-0.821,-0.469,0.331,-0.76,-0.413,0.493,-0.795,-0.443,0.3595
-0.77722,-0.4196,0.47174,-0.806,-0.457,0.361,-0.748,-0.396,0.537,-0.777,-0.413,0.493
-0.7753,-0.45477,0.45405,-0.818,-0.598,0.34,-0.663,-0.396,0.537,-0.777,-0.413,0.4825
-0.71514,-0.60128,0.29779,-0.818,-0.795,0.009,-0.501,-0.413,0.481,-0.707,-0.591,0.3475
-0.59965,-0.77791,0.07656,-0.724,-1.032,-0.109,-0.457,-0.575,0.375,-0.6335,-0.783,0.066
-0.56959,-0.82054,0.04495,-0.683,-1.032,-0.109,-0.457,-0.733,0.217,-0.578,-0.801,0.056
-0.60848,-0.77047,0.16845,-0.642,-0.824,-0.012,-0.528,-0.733,0.229,-0.616,-0.762,0.188
-0.61592,-0.76796,0.1947,-0.642,-0.795,0.176,-0.592,-0.748,0.229,-0.616,-0.768,0.191
-0.59639,-0.78282,0.19941,-0.628,-0.801,0.176,-0.575,-0.762,0.22,-0.595,-0.783,0.202
-0.58582,-0.78951,0.20839,-0.598,-0.801,0.199,-0.575,-0.777,0.22,-0.584,-0.789,0.211
-0.58583,-0.79029,0.20269,-0.595,-0.798,0.191,-0.575,-0.783,0.214,-0.587,-0.789,0.202
-0.59303,-0.78606,0.19724,-0.61,-0.798,0.188,-0.581,-0.768,0.202,-0.592,-0.786,0.196
-0.60383,-0.77703,0.19691,-0.63,-0.795,0.188,-0.587,-0.757,0.211,-0.601,-0.777,0.196
-0.61263,-0.76633,0.20458,-0.63,-0.786,0.188,-0.595,-0.754,0.226,-0.613,-0.762,0.202
-0.61588,-0.75325,0.23596,-0.628,-0.771,0.202,-0.607,-0.73,0.29,-0.616,-0.757,0.2275
-0.61871,-0.74042,0.26949,-0.63,-0.771,0.229,-0.607,-0.727,0.29,-0.616,-0.739,0.273
-0.62749,-0.73204,0.27568,-0.648,-0.745,0.255,-0.613,-0.718,0.29,-0.628,-0.73,0.279
-0.63523,-0.73066,0.26019,-0.648,-0.745,0.24,-0.625,-0.718,0.284,-0.636,-0.73,0.255
-0.63645,-0.73168,0.24801,-0.642,-0.745,0.24,-0.63,-0.724,0.264,-0.636,-0.73,0.246
-0.63046,-0.73243,0.26191,-0.642,-0.742,0.243,-0.616,-0.727,0.284,-0.63,-0.733,0.264
-0.62313,-0.73285,0.28219,-0.636,-0.742,0.255,-0.613,-0.727,0.293,-0.622,-0.733,0.284
-0.62353,-0.73141,0.28212,-0.63,-0.739,0.264,-0.613,-0.727,0.293,-0.625,-0.73,0.282
-0.62879,-0.7312,0.26802,-0.639,-0.739,0.255,-0.616,-0.727,0.29,-0.628,-0.73,0.267
-0.63555,-0.72761,0.25902,-0.651,-0.739,0.252,-0.625,-0.716,0.27,-0.636,-0.73,0.258
-0.64143,-0.7162,0.2796,-0.651,-0.73,0.252,-0.636,-0.686,0.337,-0.639,-0.718,0.267
-0.65004,-0.70298,0.31332,-0.683,-0.742,0.243,-0.636,-0.674,0.352,-0.648,-0.704,0.32
-0.60283,-0.75637,0.1561,-0.683,-0.889,-0.135,-0.416,-0.674,0.352,-0.648,-0.7405,0.2375
-0.51831,-0.85779,0.01644,-0.669,-1.097,-0.135,-0.367,-0.739,0.232,-0.504,-0.856,0.0395
-0.49959,-0.87944,0.06615,-0.666,-1.097,-0.117,-0.358,-0.748,0.205,-0.501,-0.8755,0.076
-0.53651,-0.83487,-0.03766,-0.683,-0.959,-0.205,-0.358,-0.774,0.205,-0.516,-0.83,-0.1155
-0.53249,-0.84675,-0.03606,-0.683,-0.941,-0.205,-0.46,-0.774,0.164,-0.528,-0.83,-0.1155
-0.49981,-0.87527,0.05631,-0.625,-0.944,-0.123,-0.387,-0.745,0.164,-0.487,-0.88,0.097
-0.49341,-0.88174,-0.01572,-0.762,-1.158,-0.158,-0.323,-0.689,0.144,-0.478,-0.871,-0.038
-0.52342,-0.86717,-0.0363,-0.762,-1.158,-0.158,-0.323,-0.619,0.106,-0.51,-0.845,-0.038
-0.51894,-0.87156,-0.09124,-0.748,-1.147,-0.246,-0.343,-0.619,0.079,-0.4975,-0.845,-0.097
-0.46773,-0.89529,-0.07907,-0.724,-1.214,-0.246,-0.337,-0.68,0.091,-0.437,-0.889,-0.0685
-0.47204,-0.86283,-0.04887,-0.748,-1.252,-0.191,-0.337,-0.528,0.106,-0.428,-0.877,-0.053
-0.49644,-0.87916,-0.10407,-0.824,-1.299,-0.191,-0.282,-0.528,0.106,-0.4445,-0.871,-0.114
-0.50192,-0.89981,-0.12256,-0.824,-1.299,-0.29,-0.282,-0.566,0.018,-0.4415,-0.89,-0.1215
-0.49737,-0.86357,-0.10989,-0.783,-1.114,-0.29,-0.317,-0.572,0.018,-0.4705,-0.8575,-0.1
-0.47798,-0.88549,-0.07196,-0.718,-1.088,-0.152,-0.378,-0.572,0.164,-0.4585,-0.889,-0.0835
-0.4874,-0.87529,0.08927,-0.718,-1.088,-0.152,-0.378,-0.724,0.299,-0.472,-0.883,0.1775
-0.55297,-0.82203,0.198,-0.724,-0.941,0.026,-0.405,-0.724,0.299,-0.557,-0.824,0.208
-0.53273,-0.83432,0.0039,-0.724,-0.915,-0.214,-0.399,-0.73,0.217,-0.543,-0.839,0.0365
-0.44668,-0.88309,-0.10011,-0.587,-0.953,-0.214,-0.375,-0.742,0.085,-0.4415,-0.9,-0.129
-0.4752,-0.89195,0.01713,-0.56,-0.953,-0.158,-0.375,-0.812,0.111,-0.481,-0.9,0.056
-0.54791,-0.84457,0.09079,-0.601,-0.912,0.053,-0.475,-0.798,0.111,-0.5555,-0.833,0.094
-0.57616,-0.81686,0.09241,-0.601,-0.853,0.079,-0.54,-0.798,0.106,-0.578,-0.815,0.094
-0.58458,-0.81503,0.08677,-0.601,-0.83,0.07,-0.569,-0.801,0.106,-0.584,-0.815,0.085
-0.59181,-0.81014,0.08041,-0.61,-0.83,0.07,-0.569,-0.789,0.097,-0.595,-0.812,0.079
-0.59866,-0.80309,0.08892,-0.61,-0.818,0.07,-0.592,-0.789,0.111,-0.598,-0.801,0.0835
-0.59917,-0.8003,0.10665,-0.61,-0.812,0.079,-0.592,-0.789,0.123,-0.598,-0.801,0.109
-0.60364,-0.79617,0.11572,-0.613,-0.804,0.103,-0.595,-0.786,0.129,-0.607,-0.795,0.117
-0.60967,-0.79266,0.11086,-0.625,-0.801,0.094,-0.595,-0.783,0.129,-0.61,-0.795,0.109
-0.61702,-0.7881,0.09886,-0.628,-0.798,0.082,-0.607,-0.777,0.111,-0.616,-0.7875,0.097
-0.6223,-0.78525,0.0877,-0.628,-0.795,0.079,-0.61,-0.777,0.103,-0.622,-0.786,0.085
-0.62074,-0.78669,0.08677,-0.628,-0.815,0.079,-0.61,-0.774,0.106,-0.622,-0.786,0.085
-0.61381,-0.79023,0.09711,-0.625,-0.815,0.079,-0.595,-0.774,0.111,-0.613,-0.789,0.097
-0.60138,-0.79035,0.10569,-0.622,-0.804,0.085,-0.554,-0.774,0.132,-0.607,-0.789,0.106
-0.59769,-0.80343,0.13818,-0.657,-0.853,0.085,-0.554,-0.774,0.217,-0.601,-0.801,0.123
-0.56513,-0.83619,0.10002,-0.657,-0.886,-0.026,-0.475,-0.774,0.217,-0.566,-0.83,0.12
-0.52019,-0.86064,-0.01297,-0.607,-0.9,-0.091,-0.475,-0.818,0.135,-0.513,-0.862,-0.023
-0.50213,-0.86743,-0.08044,-0.54,-0.9,-0.111,-0.469,-0.839,-0.003,-0.5,-0.8695,-0.0925
-0.4822,-0.87944,-0.09447,-0.54,-0.909,-0.111,-0.449,-0.839,-0.07,-0.481,-0.883,-0.097
-0.47613,-0.8876,-0.09028,-0.49,-0.909,-0.109,-0.449,-0.874,-0.07,-0.475,-0.886,-0.091
-0.48499,-0.8805,-0.1074,-0.499,-0.894,-0.129,-0.463,-0.868,-0.082,-0.487,-0.883,-0.109
-0.49174,-0.87481,-0.12352,-0.499,-0.886,-0.132,-0.484,-0.868,-0.106,-0.49,-0.874,-0.123
-0.49201,-0.87493,-0.1175,-0.499,-0.889,-0.132,-0.484,-0.868,-0.085,-0.49,-0.874,-0.123
-0.48934,-0.87928,-0.09208,-0.499,-0.889,-0.129,-0.481,-0.871,-0.07,-0.49,-0.877,-0.088
-0.48862,-0.88083,-0.08266,-0.496,-0.894,-0.109,-0.481,-0.874,-0.07,-0.487,-0.883,-0.079
-0.49575,-0.87471,-0.10321,-0.516,-0.894,-0.132,-0.484,-0.853,-0.076,-0.496,-0.874,-0.106
-0.49358,-0.8713,-0.131,-0.516,-0.889,-0.164,-0.44,-0.853,-0.106,-0.499,-0.871,-0.129
-0.46095,-0.88741,-0.14798,-0.51,-0.93,-0.176,-0.419,-0.859,-0.123,-0.456,-0.886,-0.15
-0.45344,-0.89503,-0.10887,-0.528,-0.93,-0.176,-0.419,-0.859,-0.009,-0.446,-0.897,-0.129
-0.51662,-0.86379,-0.01898,-0.595,-0.912,-0.129,-0.419,-0.815,0.044,-0.528,-0.871,-0.006
-0.58331,-0.82324,0.02793,-0.616,-0.871,-0.003,-0.528,-0.795,0.044,-0.587,-0.818,0.029
-0.60482,-0.80596,0.01981,-0.616,-0.824,0.009,-0.584,-0.795,0.041,-0.607,-0.804,0.015
-0.60661,-0.80484,0.01146,-0.613,-0.815,0.003,-0.598,-0.795,0.015,-0.607,-0.804,0.012
-0.60331,-0.8065,0.0149,-0.613,-0.812,0.003,-0.595,-0.798,0.026,-0.601,-0.8065,0.015
-0.59754,-0.80956,0.02424,-0.607,-0.818,0.009,-0.587,-0.801,0.038,-0.598,-0.809,0.023
-0.59673,-0.81021,0.02651,-0.607,-0.818,0.009,-0.587,-0.801,0.038,-0.595,-0.809,0.026
-0.60208,-0.8064,0.0142,-0.613,-0.815,0.0,-0.592,-0.798,0.038,-0.601,-0.804,0.012
-0.60904,-0.80144,0.00093,-0.616,-0.812,-0.012,-0.601,-0.795,0.015,-0.61,-0.801,0.0
-0.61153,-0.79987,-0.0027,-0.616,-0.812,-0.012,-0.598,-0.795,0.009,-0.613,-0.798,-0.003
-0.60165,-0.80761,0.00799,-0.616,-0.833,-0.009,-0.569,-0.795,0.029,-0.607,-0.804,0.006
-0.57482,-0.82983,-0.00156,-0.61,-0.859,-0.07,-0.543,-0.801,0.029,-0.572,-0.83,0.006
-0.57008,-0.82355,-0.04449,-0.628,-0.859,-0.12,-0.519,-0.777,0.035,-0.563,-0.83,-0.059
-0.62561,-0.78247,-0.03173,-0.762,-0.839,-0.12,-0.519,-0.727,0.056,-0.613,-0.786,-0.0515
-0.66375,-0.75728,-0.02045,-0.762,-0.824,-0.135,-0.581,-0.695,0.056,-0.672,-0.757,0.0015
-0.62347,-0.77762,-0.01288,-0.713,-0.918,-0.135,-0.525,-0.695,0.202,-0.619,-0.768,-0.0305
-0.57952,-0.8152,0.10788,-0.713,-0.918,-0.117,-0.481,-0.724,0.243,-0.5675,-0.818,0.173
-0.55647,-0.83298,0.1058,-0.683,-0.9,-0.026,-0.481,-0.727,0.243,-0.557,-0.842,0.0925
-0.52186,-0.85858,0.01057,-0.598,-0.894,-0.026,-0.481,-0.789,0.094,-0.522,-0.859,0.003
-0.50184,-0.87638,-0.00047,-0.531,-0.894,-0.026,-0.481,-0.845,0.026,-0.501,-0.877,-0.003
-0.50017,-0.87571,-0.0141,-0.516,-0.886,-0.029,-0.484,-0.862,0.015,-0.499,-0.877,-0.0165
-0.49617,-0.87814,-0.01467,-0.504,-0.886,-0.029,-0.484,-0.871,0.003,-0.499,-0.877,-0.015
-0.49342,-0.88128,-0.00111,-0.501,-0.894,-0.018,-0.484,-0.871,0.012,-0.496,-0.883,0.0
-0.49466,-0.88173,0.00102,-0.501,-0.894,-0.015,-0.487,-0.874,0.012,-0.496,-0.883,0.0015
-0.49985,-0.87787,-0.00914,-0.513,-0.886,-0.023,-0.487,-0.868,0.009,-0.499,-0.877,-0.009
-0.50564,-0.87355,-0.01847,-0.513,-0.883,-0.026,-0.496,-0.868,-0.003,-0.504,-0.874,-0.018
-0.50674,-0.87241,-0.02103,-0.513,-0.877,-0.026,-0.499,-0.868,-0.012,-0.504,-0.871,-0.023
-0.50297,-0.87439,-0.01131,-0.51,-0.883,-0.026,-0.496,-0.871,0.012,-0.504,-0.874,-0.012
-0.50027,-0.8763,0.00506,-0.513,-0.894,-0.015,-0.487,-0.859,0.023,-0.499,-0.877,0.009
-0.50298,-0.87588,0.01219,-0.513,-0.894,0.0,-0.487,-0.859,0.023,-0.504,-0.874,0.012
-0.50555,-0.87406,0.0011,-0.513,-0.883,-0.018,-0.499,-0.868,0.023,-0.504,-0.874,0.0
-0.50994,-0.87202,-0.00513,-0.525,-0.877,-0.018,-0.499,-0.859,0.015,-0.51,-0.871,-0.009
-0.52473,-0.86146,0.01058,-0.543,-0.877,-0.012,-0.499,-0.842,0.029,-0.525,-0.862,0.012
-0.5304,-0.85583,0.01961,-0.543,-0.868,0.009,-0.519,-0.842,0.029,-0.528,-0.856,0.018
-0.52797,-0.85859,0.01209,-0.537,-0.868,-0.003,-0.519,-0.848,0.023,-0.528,-0.859,0.015
-0.5322,-0.85726,0.00051,-0.54,-0.868,-0.012,-0.525,-0.853,0.018,-0.531,-0.856,0.0
-0.53181,-0.85777,-0.00753,-0.54,-0.862,-0.015,-0.525,-0.853,0.0,-0.531,-0.859,-0.009
-0.52779,-0.85987,-0.00567,-0.537,-0.871,-0.015,-0.519,-0.853,0.009,-0.528,-0.859,-0.009
-0.5229,-0.86296,0.00648,-0.531,-0.871,-0.012,-0.516,-0.856,0.029,-0.525,-0.862,0.006
-0.51717,-0.8665,0.02161,-0.525,-0.874,0.003,-0.51,-0.859,0.035,-0.516,-0.868,0.0245
-0.51567,-0.86713,0.02429,-0.525,-0.874,0.012,-0.51,-0.859,0.035,-0.516,-0.868,0.026
-0.51927,-0.86431,0.01564,-0.528,-0.874,0.003,-0.51,-0.859,0.029,-0.519,-0.862,0.015
-0.52425,-0.86092,0.00717,-0.531,-0.868,-0.003,-0.516,-0.853,0.015,-0.525,-0.862,0.009
-0.52557,-0.86164,0.00744,-0.543,-0.874,-0.003,-0.513,-0.853,0.026,-0.525,-0.862,0.006
-0.504,-0.87473,-0.02793,-0.543,-0.912,-0.161,-0.413,-0.853,0.026,-0.516,-0.871,0.0
-0.46588,-0.89097,-0.09264,-0.516,-0.938,-0.185,-0.361,-0.842,0.003,-0.481,-0.8875,-0.094
-0.49486,-0.87248,-0.06769,-0.581,-0.938,-0.185,-0.361,-0.815,0.003,-0.5115,-0.862,-0.065
-0.56708,-0.83291,-0.01201,-0.622,-0.874,-0.067,-0.51,-0.801,0.009,-0.575,-0.8285,-0.009
-0.60349,-0.80664,-0.01399,-0.625,-0.839,-0.035,-0.572,-0.789,0.009,-0.607,-0.801,-0.015
-0.61375,-0.79811,-0.02578,-0.625,-0.812,-0.041,-0.607,-0.789,-0.012,-0.613,-0.798,-0.026
-0.61549,-0.79763,-0.0135,-0.628,-0.812,-0.041,-0.601,-0.783,0.012,-0.6145,-0.798,-0.012
-0.61699,-0.79644,0.0018,-0.628,-0.804,-0.015,-0.601,-0.783,0.012,-0.616,-0.798,0.003
-0.61783,-0.79587,-0.00833,-0.625,-0.804,-0.029,-0.61,-0.786,0.012,-0.616,-0.795,-0.012
-0.62002,-0.79371,-0.02448,-0.628,-0.801,-0.038,-0.613,-0.786,-0.009,-0.622,-0.795,-0.026
-0.61822,-0.79446,-0.03266,-0.628,-0.804,-0.041,-0.61,-0.786,-0.023,-0.616,-0.795,-0.035
-0.61516,-0.79617,-0.0236,-0.622,-0.804,-0.041,-0.61,-0.786,0.003,-0.616,-0.798,-0.026
-0.61456,-0.79743,-0.00502,-0.622,-0.804,-0.029,-0.607,-0.786,0.012,-0.613,-0.798,0.0
-0.61915,-0.79512,0.00636,-0.628,-0.804,-0.003,-0.607,-0.783,0.015,-0.622,-0.795,0.009
-0.62583,-0.78996,0.00507,-0.636,-0.801,-0.003,-0.616,-0.777,0.015,-0.625,-0.789,0.003
-0.62759,-0.78702,-0.00706,-0.636,-0.795,-0.026,-0.622,-0.777,0.009,-0.628,-0.786,-0.003
-0.61908,-0.79254,-0.01047,-0.636,-0.812,-0.026,-0.592,-0.783,0.015,-0.6235,-0.789,-0.012
-0.58277,-0.8028,-0.07205,-0.628,-0.874,-0.267,-0.413,-0.739,0.015,-0.61,-0.798,-0.018
-0.59772,-0.80385,-0.03935,-0.707,-0.874,-0.267,-0.413,-0.739,0.123,-0.616,-0.801,-0.018
-0.61668,-0.80918,0.07927,-0.707,-0.93,-0.106,-0.499,-0.73,0.22,-0.6235,-0.7965,0.0805
-0.58579,-0.81461,0.09738,-0.651,-0.93,-0.015,-0.472,-0.73,0.22,-0.595,-0.801,0.091
-0.57951,-0.81263,0.00447,-0.745,-0.947,-0.152,-0.428,-0.73,0.185,-0.5895,-0.804,-0.0135
-0.51797,-0.83913,-0.07918,-0.745,-0.962,-0.196,-0.305,-0.733,-0.012,-0.516,-0.8405,-0.067
-0.47923,-0.88414,-0.04543,-0.795,-1.34,-0.279,-0.287,-0.66,0.132,-0.469,-0.8545,-0.047
-0.50592,-0.87982,-0.03174,-0.795,-1.34,-0.279,-0.287,-0.66,0.191,-0.4825,-0.839,-0.0395
-0.48063,-0.89394,-0.05322,-0.739,-1.355,-0.238,-0.238,-0.648,0.191,-0.446,-0.8605,-0.056
-0.49288,-0.89878,-0.03926,-0.818,-1.381,-0.238,-0.238,-0.633,0.094,-0.4445,-0.842,-0.015
-0.51387,-0.87457,-0.05736,-0.818,-1.443,-0.246,-0.317,-0.633,0.094,-0.499,-0.821,-0.047
-0.50363,-0.88572,-0.06885,-0.821,-1.443,-0.246,-0.317,-0.633,0.199,-0.466,-0.852,-0.059
-0.48897,-0.88696,-0.04062,-0.88,-1.51,-0.191,-0.282,-0.663,0.199,-0.422,-0.848,-0.0575
-0.48645,-0.888,-0.03722,-0.88,-1.51,-0.191,-0.282,-0.663,0.179,-0.431,-0.859,-0.0515
-0.47359,-0.89337,-0.07486,-0.824,-1.331,-0.229,-0.276,-0.66,0.179,-0.4145,-0.8575,-0.082
-0.47092,-0.89413,-0.08414,-0.824,-1.331,-0.229,-0.276,-0.66,0.173,-0.405,-0.8435,-0.097
-0.49714,-0.88815,-0.06962,-0.933,-1.557,-0.232,-0.29,-0.619,0.173,-0.428,-0.848,-0.082
-0.51141,-0.87794,-0.04032,-0.941,-1.557,-0.232,-0.29,-0.604,0.147,-0.455,-0.845,-0.032
-0.47835,-0.85134,-0.03201,-0.941,-1.284,-0.164,-0.287,-0.604,0.15,-0.4005,-0.859,-0.041
-0.44944,-0.87448,-0.07367,-0.783,-1.399,-0.299,-0.246,-0.595,0.15,-0.3655,-0.871,-0.079
-0.49384,-0.90045,-0.06928,-0.809,-1.399,-0.299,-0.24,-0.595,0.202,-0.437,-0.874,-0.07
-0.50059,-0.88407,-0.05313,-0.968,-1.499,-0.246,-0.208,-0.604,0.202,-0.4475,-0.853,-0.065
-0.50072,-0.88324,-0.00907,-0.968,-1.499,-0.246,-0.208,-0.604,0.191,-0.443,-0.853,0.0105
-0.50014,-0.88729,0.02042,-0.818,-1.601,-0.135,-0.305,-0.601,0.255,-0.4445,-0.8505,0.012
-0.50204,-0.88337,0.01118,-0.818,-1.601,-0.135,-0.305,-0.601,0.255,-0.452,-0.845,0.009
-0.49356,-0.90146,-0.0402,-0.815,-1.419,-0.22,-0.302,-0.648,0.252,-0.446,-0.853,-0.05
-0.45533,-0.89587,-0.07249,-0.815,-1.419,-0.22,-0.302,-0.604,0.147,-0.416,-0.8505,-0.07
-0.52544,-0.83045,-0.03811,-0.871,-1.167,-0.22,-0.349,-0.604,0.144,-0.516,-0.827,-0.0425
-0.62055,-0.79298,0.06556,-0.871,-1.062,-0.123,-0.469,-0.63,0.214,-0.613,-0.783,0.076
-0.61379,-0.79175,0.14294,-0.745,-0.909,0.038,-0.554,-0.748,0.214,-0.598,-0.789,0.138
-0.59692,-0.80001,0.11438,-0.648,-0.833,0.07,-0.569,-0.754,0.173,-0.595,-0.801,0.114
-0.60203,-0.80213,0.07275,-0.648,-0.833,0.044,-0.572,-0.754,0.117,-0.601,-0.801,0.07
-0.60664,-0.80039,0.04914,-0.613,-0.809,0.038,-0.598,-0.795,0.07,-0.607,-0.801,0.05
-0.60973,-0.79879,0.04427,-0.616,-0.809,0.038,-0.601,-0.789,0.053,-0.61,-0.798,0.044
-0.61288,-0.79461,0.06099,-0.622,-0.804,0.038,-0.607,-0.777,0.097,-0.613,-0.795,0.0545
-0.61147,-0.79329,0.09117,-0.622,-0.804,0.056,-0.601,-0.777,0.111,-0.61,-0.795,0.0955
-0.61267,-0.79218,0.09207,-0.625,-0.801,0.067,-0.601,-0.786,0.111,-0.613,-0.795,0.0925
-0.61885,-0.78951,0.06985,-0.628,-0.798,0.053,-0.61,-0.777,0.094,-0.616,-0.789,0.067
-0.62325,-0.78642,0.05812,-0.63,-0.795,0.05,-0.613,-0.777,0.07,-0.625,-0.786,0.056
-0.62638,-0.78375,0.0732,-0.654,-0.798,0.05,-0.598,-0.768,0.117,-0.625,-0.783,0.07
-0.61835,-0.78609,0.10316,-0.654,-0.804,0.07,-0.592,-0.768,0.144,-0.616,-0.786,0.103
-0.6144,-0.78795,0.10047,-0.63,-0.804,0.067,-0.592,-0.768,0.144,-0.613,-0.786,0.103
-0.62633,-0.78165,0.07397,-0.642,-0.798,0.056,-0.61,-0.762,0.103,-0.625,-0.783,0.067
