mean_x,mean_y,mean_z,min_x,min_y,min_z,max_x,max_y,max_z,median_x,median_y,median_z
-0.03737,0.98992,-0.00507,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03767,0.99034,-0.00567,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03755,0.99046,-0.00618,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03791,0.99025,-0.00582,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03815,0.98992,-0.00552,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03764,0.98986,-0.00615,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03713,0.98992,-0.00669,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03677,0.98989,-0.0057,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03665,0.99001,-0.00498,-0.041,0.988,-0.009,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03692,0.99019,-0.00528,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03716,0.98983,-0.00576,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03749,0.98977,-0.00564,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03728,0.9901,-0.0051,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03719,0.99013,-0.00531,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.0371,0.99037,-0.00585,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03632,0.99049,-0.00582,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03662,0.99004,-0.00525,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03659,0.99001,-0.00468,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03647,0.99031,-0.0054,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03656,0.99046,-0.00555,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03587,0.99043,-0.00522,-0.041,0.982,-0.009,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03575,0.9904,-0.00513,-0.041,0.982,-0.009,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03632,0.99049,-0.00474,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.0371,0.99043,-0.0054,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03671,0.9901,-0.00615,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03656,0.98959,-0.00609,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03683,0.98971,-0.00585,-0.041,0.982,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03608,0.98998,-0.00603,-0.041,0.982,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.006
-0.03599,0.9898,-0.0057,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03647,0.98968,-0.00561,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03692,0.98989,-0.00567,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.0368,0.99004,-0.00507,-0.041,0.985,-0.009,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03647,0.99004,-0.00549,-0.041,0.982,-0.009,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03659,0.99016,-0.00636,-0.041,0.982,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03677,0.99007,-0.00636,-0.044,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03629,0.99016,-0.00594,-0.044,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03611,0.99025,-0.00582,-0.041,0.985,-0.012,-0.029,0.997,-0.003,-0.038,0.991,-0.003
-0.03632,0.99004,-0.00561,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03614,0.99007,-0.00579,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03629,0.99019,-0.00609,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03605,0.99007,-0.00564,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03599,0.98974,-0.00522,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03641,0.9898,-0.0054,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.0362,0.99013,-0.00564,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03545,0.99001,-0.00576,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03557,0.98974,-0.0057,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03572,0.98977,-0.00525,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03548,0.9898,-0.0051,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03584,0.98977,-0.00549,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03584,0.98986,-0.00546,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03602,0.99013,-0.00519,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03599,0.99043,-0.00537,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03572,0.99052,-0.00561,-0.038,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.0359,0.99067,-0.00567,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03605,0.99019,-0.00567,-0.041,0.982,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.0359,0.99001,-0.00603,-0.041,0.982,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03563,0.99031,-0.00621,-0.041,0.985,-0.015,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03563,0.9901,-0.00633,-0.041,0.985,-0.015,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03506,0.99013,-0.00609,-0.041,0.985,-0.015,-0.029,1.0,0.0,-0.038,0.991,-0.009
-0.03512,0.99022,-0.00561,-0.041,0.988,-0.012,-0.029,1.0,0.0,-0.038,0.991,-0.003
-0.03578,0.99028,-0.00534,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03593,0.9904,-0.00528,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03617,0.99031,-0.00549,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03587,0.99013,-0.00612,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03524,0.9904,-0.00663,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.035,0.99061,-0.00642,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.035,0.991,-0.009
-0.03503,0.99043,-0.00642,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.035,0.991,-0.009
-0.03557,0.99007,-0.00585,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.0356,0.99028,-0.00555,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03497,0.99055,-0.00573,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.035,0.991,-0.003
-0.03482,0.9904,-0.00609,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.006
-0.03524,0.9904,-0.00636,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03569,0.99025,-0.006,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.006
-0.03596,0.99013,-0.006,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.006
-0.03581,0.99013,-0.00606,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03578,0.99034,-0.00597,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03599,0.9904,-0.0054,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03548,0.99013,-0.0054,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.035,0.99031,-0.00612,-0.041,0.988,-0.009,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03509,0.99052,-0.00603,-0.041,0.988,-0.009,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03503,0.99082,-0.00639,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03524,0.99076,-0.00618,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03584,0.99022,-0.00516,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03602,0.99031,-0.00561,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03593,0.99016,-0.00636,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.0362,0.98953,-0.00687,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.988,-0.009
-0.03587,0.98986,-0.0069,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.009
-0.03521,0.99013,-0.0066,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.0353,0.99001,-0.00642,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03512,0.99025,-0.00582,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.032,0.991,-0.003
-0.03512,0.99037,-0.00552,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.035,0.991,-0.003
-0.03503,0.99043,-0.00549,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.035,0.991,-0.003
-0.03437,0.99043,-0.00546,-0.038,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03437,0.99028,-0.00591,-0.038,0.985,-0.009,-0.029,0.997,0.0,-0.032,0.991,-0.006
-0.03497,0.99016,-0.00546,-0.038,0.985,-0.009,-0.029,0.997,0.003,-0.035,0.991,-0.003
-0.03554,0.99013,-0.0051,-0.041,0.988,-0.012,-0.029,0.997,0.003,-0.038,0.991,-0.003
-0.03569,0.99025,-0.00567,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.038,0.991,-0.003
-0.03527,0.99013,-0.00594,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03494,0.98989,-0.00579,-0.041,0.985,-0.009,-0.029,0.997,0.0,-0.032,0.991,-0.006
-0.03464,0.99019,-0.00528,-0.041,0.988,-0.009,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03467,0.99058,-0.00528,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03467,0.9907,-0.00546,-0.041,0.988,-0.012,-0.032,0.997,0.0,-0.032,0.991,-0.003
-0.0347,0.99034,-0.00537,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03494,0.98995,-0.00597,-0.038,0.985,-0.012,-0.029,0.997,0.0,-0.035,0.991,-0.003
-0.03494,0.99004,-0.00633,-0.038,0.985,-0.012,-0.029,0.997,-0.003,-0.038,0.991,-0.009
-0.03479,0.9904,-0.00615,-0.041,0.985,-0.009,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03449,0.9907,-0.00564,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03452,0.99028,-0.00588,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03446,0.98998,-0.00654,-0.041,0.985,-0.012,-0.029,0.997,-0.003,-0.032,0.991,-0.009
-0.03455,0.99022,-0.00612,-0.041,0.985,-0.012,-0.029,0.997,-0.003,-0.032,0.991,-0.009
-0.03485,0.99019,-0.00606,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03479,0.99019,-0.0054,-0.038,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03467,0.99007,-0.00549,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.032,0.991,-0.003
-0.03464,0.99001,-0.00609,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03455,0.99016,-0.00627,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03443,0.99007,-0.00687,-0.041,0.985,-0.012,-0.032,0.997,0.0,-0.032,0.991,-0.009
-0.03479,0.99025,-0.00687,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03482,0.99037,-0.00693,-0.041,0.985,-0.012,-0.029,0.997,-0.003,-0.032,0.991,-0.009
-0.03425,0.99007,-0.00684,-0.038,0.985,-0.012,-0.029,0.997,-0.003,-0.032,0.991,-0.009
-0.03437,0.99034,-0.00618,-0.038,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03452,0.99025,-0.00603,-0.038,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.006
-0.03494,0.98983,-0.00684,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03506,0.98992,-0.00699,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03452,0.99019,-0.00681,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03443,0.99046,-0.00726,-0.038,0.988,-0.012,-0.029,0.997,-0.003,-0.032,0.991,-0.009
-0.03449,0.99046,-0.00699,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.0347,0.99031,-0.00615,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03449,0.99022,-0.00564,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03482,0.99004,-0.00543,-0.041,0.985,-0.009,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03518,0.98971,-0.00591,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.003
-0.03449,0.9901,-0.00606,-0.038,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03416,0.99007,-0.00594,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03449,0.98986,-0.00633,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03515,0.99022,-0.00654,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03527,0.99013,-0.00666,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.038,0.991,-0.009
-0.03473,0.99025,-0.00675,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03392,0.99043,-0.00642,-0.041,0.985,-0.012,-0.029,0.997,-0.003,-0.032,0.991,-0.009
-0.03404,0.99028,-0.00666,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.0347,0.99007,-0.00645,-0.038,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03458,0.99016,-0.00612,-0.038,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.006
-0.0344,0.99016,-0.00624,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03443,0.99016,-0.00651,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03392,0.99037,-0.00624,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03368,0.99064,-0.00555,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03431,0.99046,-0.00579,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03497,0.99007,-0.00624,-0.038,0.985,-0.009,-0.029,0.997,0.0,-0.035,0.991,-0.009
-0.03515,0.98992,-0.00699,-0.038,0.985,-0.012,-0.029,0.997,-0.003,-0.038,0.991,-0.009
-0.03434,0.9901,-0.00648,-0.041,0.985,-0.012,-0.029,0.997,-0.003,-0.032,0.991,-0.009
-0.03398,0.99022,-0.00579,-0.041,0.985,-0.012,-0.029,0.997,-0.003,-0.032,0.991,-0.003
-0.03419,0.99022,-0.00642,-0.038,0.985,-0.015,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03458,0.9904,-0.00654,-0.041,0.985,-0.015,-0.029,1.0,0.0,-0.032,0.991,-0.009
-0.03482,0.99028,-0.00648,-0.041,0.985,-0.012,-0.029,1.0,0.0,-0.032,0.991,-0.009
-0.03425,0.99037,-0.00642,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03365,0.99019,-0.00609,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.006
-0.0338,0.98992,-0.00624,-0.038,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03443,0.99016,-0.00648,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03407,0.99043,-0.00645,-0.041,0.988,-0.009,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03341,0.99064,-0.00642,-0.041,0.988,-0.012,-0.029,1.0,-0.003,-0.032,0.991,-0.009
-0.03338,0.99028,-0.00672,-0.038,0.982,-0.012,-0.029,1.0,-0.003,-0.032,0.991,-0.009
-0.03413,0.99001,-0.00648,-0.044,0.982,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03419,0.99034,-0.00597,-0.044,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03413,0.99061,-0.00606,-0.038,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.0341,0.99058,-0.00636,-0.038,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.0338,0.99052,-0.0063,-0.038,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03383,0.99055,-0.00585,-0.041,0.988,-0.009,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03365,0.99058,-0.00624,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03395,0.99058,-0.0063,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03365,0.99028,-0.00579,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03326,0.99028,-0.006,-0.038,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.006
-0.03317,0.9904,-0.00597,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.006
-0.0332,0.99055,-0.00615,-0.041,0.982,-0.012,-0.029,1.0,0.0,-0.032,0.991,-0.009
-0.03365,0.99073,-0.00603,-0.041,0.982,-0.012,-0.029,1.0,0.0,-0.032,0.991,-0.009
-0.03407,0.99082,-0.00576,-0.041,0.985,-0.015,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03386,0.99055,-0.00552,-0.041,0.985,-0.015,-0.029,0.997,0.003,-0.032,0.991,-0.003
-0.03314,0.98986,-0.00501,-0.041,0.985,-0.012,-0.029,0.997,0.003,-0.032,0.991,-0.003
-0.03296,0.98944,-0.00558,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03341,0.98989,-0.00612,-0.038,0.985,-0.012,-0.029,0.997,0.003,-0.032,0.991,-0.009
-0.03362,0.9904,-0.00636,-0.038,0.988,-0.012,-0.029,0.997,0.003,-0.032,0.991,-0.009
-0.03365,0.99016,-0.00666,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03386,0.99016,-0.0063,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03383,0.99031,-0.00585,-0.041,0.988,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.003
-0.03389,0.9901,-0.00609,-0.041,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03419,0.98989,-0.00618,-0.038,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.991,-0.009
-0.03443,0.98941,-0.00624,-0.038,0.985,-0.012,-0.029,0.997,0.0,-0.032,0.988,-0.009
-0.03467,0.98974,-0.00654,-0.041,0.982,-0.015,-0.026,1.0,0.0,-0.032,0.991,-0.009
-0.03444,0.99037,-0.00651,-0.047,0.982,-0.029,-0.018,1.003,0.012,-0.032,0.991,-0.009
-0.03381,0.99052,-0.00634,-0.047,0.982,-0.029,-0.018,1.003,0.015,-0.032,0.991,-0.009
-0.03404,0.99016,-0.00655,-0.041,0.982,-0.023,-0.023,1.0,0.015,-0.032,0.991,-0.009
-0.06595,1.03665,-0.04365,-0.46,0.581,-0.507,0.273,1.789,0.308,-0.038,0.991,-0.012
0.00766,0.92746,-0.26075,-0.46,0.352,-0.95,0.93,1.83,0.308,-0.029,0.9865,-0.214
0.10612,0.89411,-0.30757,-0.443,0.352,-0.95,0.93,1.83,0.469,0.116,0.924,-0.264
0.04661,1.00402,-0.17974,-0.328,0.575,-0.762,0.346,1.375,0.469,0.029,0.988,-0.179
0.00327,0.98764,-0.16244,-0.328,0.818,-0.762,0.238,1.326,0.17,0.0105,0.985,-0.147
0.01326,0.98465,-0.13819,-0.018,0.962,-0.191,0.038,1.0,-0.097,0.012,0.985,-0.138
0.01428,0.98523,-0.1364,-0.003,0.974,-0.164,0.038,0.997,-0.106,0.015,0.985,-0.138
0.01497,0.98545,-0.13551,-0.003,0.974,-0.164,0.038,0.991,-0.106,0.015,0.985,-0.135
0.01405,0.98521,-0.13507,0.0,0.977,-0.158,0.029,0.991,-0.117,0.015,0.985,-0.135
0.01333,0.98513,-0.13492,-0.003,0.977,-0.152,0.029,0.991,-0.117,0.012,0.985,-0.135
0.01412,0.98521,-0.13523,-0.003,0.982,-0.152,0.026,0.991,-0.117,0.015,0.985,-0.135
0.01472,0.98563,-0.13584,0.003,0.982,-0.15,0.023,0.991,-0.12,0.015,0.985,-0.135
0.01479,0.98563,-0.13563,0.003,0.982,-0.147,0.026,0.991,-0.123,0.015,0.985,-0.135
0.01449,0.98521,-0.13491,0.003,0.982,-0.147,0.026,0.988,-0.129,0.015,0.985,-0.135
0.0143,0.98518,-0.13482,0.003,0.982,-0.144,0.023,0.988,-0.129,0.015,0.985,-0.135
0.0146,0.98503,-0.13455,0.003,0.982,-0.144,0.023,0.988,-0.123,0.015,0.985,-0.135
0.01445,0.98533,-0.13398,0.009,0.982,-0.138,0.023,0.988,-0.123,0.015,0.985,-0.135
0.01433,0.98548,-0.13383,0.009,0.982,-0.138,0.023,0.988,-0.129,0.015,0.985,-0.135
0.01487,0.98536,-0.13377,0.009,0.982,-0.138,0.023,0.988,-0.129,0.015,0.985,-0.132
0.01476,0.9853,-0.13383,0.009,0.982,-0.138,0.018,0.988,-0.129,0.015,0.985,-0.135
0.01419,0.98518,-0.13395,0.009,0.982,-0.138,0.018,0.988,-0.129,0.015,0.985,-0.135
0.01425,0.98521,-0.13419,0.009,0.982,-0.144,0.018,0.988,-0.132,0.015,0.985,-0.135
0.01458,0.98509,-0.13464,0.009,0.982,-0.144,0.018,0.988,-0.132,0.015,0.985,-0.135
0.01464,0.98527,-0.13437,0.009,0.982,-0.138,0.018,0.988,-0.129,0.015,0.985,-0.135
0.01446,0.98557,-0.1338,0.009,0.982,-0.138,0.018,0.988,-0.129,0.015,0.985,-0.135
0.01437,0.98581,-0.1335,0.009,0.982,-0.138,0.018,0.988,-0.129,0.015,0.985,-0.132
0.01437,0.98575,-0.13359,0.009,0.982,-0.138,0.018,0.991,-0.129,0.015,0.985,-0.135
0.01455,0.98533,-0.13392,0.009,0.982,-0.138,0.018,0.991,-0.132,0.015,0.985,-0.135
0.015,0.98557,-0.13353,0.012,0.982,-0.138,0.018,0.988,-0.129,0.015,0.985,-0.1335
0.01491,0.98575,-0.13296,0.012,0.982,-0.138,0.018,0.988,-0.129,0.015,0.985,-0.132
0.01488,0.98581,-0.13296,0.012,0.982,-0.138,0.018,0.991,-0.129,0.015,0.985,-0.132
0.01514,0.9859,-0.1332,0.009,0.974,-0.147,0.023,0.991,-0.123,0.015,0.985,-0.132
0.0151,0.98582,-0.13314,0.009,0.974,-0.147,0.023,1.0,-0.12,0.015,0.985,-0.132
0.01503,0.98574,-0.13281,0.009,0.977,-0.147,0.023,1.0,-0.12,0.015,0.985,-0.132
0.01498,0.98546,-0.13215,0.009,0.977,-0.144,0.023,0.991,-0.12,0.015,0.985,-0.132
0.0152,0.98545,-0.1323,0.012,0.982,-0.144,0.023,0.991,-0.12,0.015,0.985,-0.132
0.01504,0.98566,-0.13287,0.009,0.982,-0.144,0.023,0.988,-0.12,0.015,0.985,-0.132
0.01481,0.98566,-0.13251,0.009,0.982,-0.144,0.023,0.988,-0.123,0.015,0.985,-0.132
0.01479,0.98572,-0.13284,0.012,0.982,-0.138,0.018,0.988,-0.123,0.015,0.985,-0.132
0.01455,0.98566,-0.1332,0.009,0.982,-0.138,0.018,0.988,-0.129,0.015,0.985,-0.132
0.01446,0.98545,-0.13293,0.009,0.982,-0.138,0.018,0.988,-0.129,0.015,0.985,-0.132
0.01437,0.9856,-0.1329,0.012,0.982,-0.138,0.018,0.988,-0.129,0.015,0.985,-0.132
0.01423,0.98571,-0.13272,0.003,0.962,-0.17,0.023,1.015,-0.106,0.015,0.985,-0.132
0.01479,0.98459,-0.1316,-0.012,0.889,-0.17,0.029,1.059,-0.097,0.015,0.9865,-0.132
0.01485,0.98474,-0.13061,-0.012,0.889,-0.164,0.029,1.059,-0.097,0.015,0.985,-0.132
0.0147,0.98601,-0.13021,-0.003,0.974,-0.158,0.029,1.0,-0.106,0.015,0.985,-0.132
0.01532,0.98623,-0.13024,0.0,0.982,-0.152,0.029,0.991,-0.109,0.015,0.985,-0.132
0.01568,0.98635,-0.13044,0.003,0.982,-0.147,0.026,0.991,-0.111,0.015,0.985,-0.132
0.01539,0.98638,-0.13047,0.009,0.982,-0.147,0.026,0.991,-0.117,0.015,0.985,-0.132
0.01509,0.98605,-0.13065,0.009,0.977,-0.147,0.029,1.003,-0.111,0.015,0.985,-0.132
0.01517,0.98596,-0.1309,0.0,0.933,-0.147,0.032,1.018,-0.106,0.015,0.985,-0.132
0.01526,0.98615,-0.13062,0.0,0.933,-0.161,0.032,1.018,-0.097,0.015,0.9865,-0.132
0.0152,0.98601,-0.13025,0.009,0.956,-0.161,0.026,1.012,-0.097,0.015,0.985,-0.129
0.01511,0.9859,-0.13032,0.009,0.974,-0.147,0.023,1.0,-0.111,0.015,0.985,-0.132
